episode_seed,i,channel,sources,tool,amount_eur,payee,payee_unknown,cap,n_methods,ttl_s,issuer_on_list,tamper_detail,yA,A_deny_reason,yB,B_mandate,B_execution,B_sole_control,B_legal_effect,B_diag,split,fA_tool_code,fA_log10_amount,fA_payee_unknown,fA_n_methods_allowed,fA_log10_cap,fA_headroom_frac,fA_method_in_scope,fA_expiry_margin_s,fA_issuer_on_list,fB_tool_code,fB_log10_amount,fB_payee_unknown,fB_headroom_frac,fB_expiry_margin_s,fB_issuer_on_list,fB_n_package_fields,fB_nonce_match,fB_ear_nonce_match
20260727,10,stale_attestation,mm-ablation:replayed-stale-attestation(L2),refund_invoice,16188.33,umbrella,0,20000.0,2,198.64,1,,1,execution not affirming,1,True,False,True,True,content-mutated,train,1.0,4.209202048926735,0.0,2.0,4.301029995663981,0.19058350000000002,1.0,198.64255189963225,1.0,1.0,4.209202048926735,0.0,0.19058350000000002,198.64255189963225,1.0,9.0,1.0,0.0
20260727,11,clean,"baseline (happy path, demo aaa_demo.py M1)",update_ledger,1423.57,umbrella,0,2000.0,1,442.59,1,,0,,0,True,True,True,True,,train,3.0,3.1533788272021797,0.0,1.0,3.3010299956639813,0.28821500000000005,1.0,442.58883549226505,1.0,3.0,3.1533788272021797,0.0,0.28821500000000005,442.58883549226505,1.0,9.0,1.0,1.0
20260727,12,clean,"baseline (happy path, demo aaa_demo.py M1)",wire_transfer,289.99,px-227,1,5000.0,1,360.91,1,,0,,0,True,True,True,True,,train,2.0,2.462383021968959,1.0,1.0,3.6989700043360187,0.942002,1.0,360.90856749244836,1.0,2.0,2.462383021968959,1.0,0.942002,360.90856749244836,1.0,9.0,1.0,1.0
20260727,13,clean,"baseline (happy path, demo aaa_demo.py M1)",wire_transfer,457.16,initech,0,5000.0,3,97.92,1,,0,,0,True,True,True,True,,train,2.0,2.660068224043365,0.0,3.0,3.6989700043360187,0.908568,1.0,97.91677885974212,1.0,2.0,2.660068224043365,0.0,0.908568,97.91677885974212,1.0,9.0,1.0,1.0
20260727,14,clean,"baseline (happy path, demo aaa_demo.py M1)",refund_invoice,1120.57,px-515,1,2000.0,2,171.85,1,,0,,0,True,True,True,True,,train,1.0,3.0494389913165754,1.0,2.0,3.3010299956639813,0.439715,1.0,171.84970281146465,1.0,1.0,3.0494389913165754,1.0,0.439715,171.84970281146465,1.0,9.0,1.0,1.0
20260727,15,forged_credential_sig,mm-ablation:forged-altered-credential(L1); eatf-vec:bad-signature-classical,refund_invoice,662.77,px-339,1,5000.0,2,372.83,1,,1,mandate invalid: Signature verification failed,1,False,True,True,True,mandate-or-binding-invalid,eval,1.0,2.821362842038601,1.0,2.0,3.6989700043360187,0.8674459999999999,1.0,372.8349016961358,1.0,1.0,2.821362842038601,1.0,0.8674459999999999,372.8349016961358,1.0,9.0,1.0,1.0
20260727,16,over_scope_amount,mm-ablation:over-limit-payment(L4); demo-attacks:2-out-of-scope,refund_invoice,36886.66,globex,0,20000.0,1,479.07,1,,1,action out of scope,0,True,True,True,True,,train,1.0,4.566869332666781,0.0,1.0,4.301029995663981,-0.8443330000000002,1.0,479.06716035147116,1.0,1.0,4.566869332666781,0.0,-0.8443330000000002,479.06716035147116,1.0,9.0,1.0,1.0
20260727,17,over_scope_amount,mm-ablation:over-limit-payment(L4); demo-attacks:2-out-of-scope,update_ledger,23264.58,acme,0,20000.0,3,77.32,1,,1,action out of scope,0,True,True,True,True,,train,3.0,4.366695216537076,0.0,3.0,4.301029995663981,-0.1632290000000001,1.0,77.31676089212971,1.0,3.0,4.366695216537076,0.0,-0.1632290000000001,77.31676089212971,1.0,9.0,1.0,1.0
20260727,18,stale_attestation,mm-ablation:replayed-stale-attestation(L2),refund_invoice,10.94,umbrella,0,500.0,2,394.14,1,,1,execution not affirming,1,True,False,True,True,content-mutated,train,1.0,1.039017321997412,0.0,2.0,2.6989700043360187,0.97812,1.0,394.14097618922074,1.0,1.0,1.039017321997412,0.0,0.97812,394.14097618922074,1.0,9.0,1.0,0.0
20260727,19,clean,"baseline (happy path, demo aaa_demo.py M1)",pay_invoice,955.73,initech,0,20000.0,3,54.82,1,,0,,0,True,True,True,True,,eval,0.0,2.980335218560781,0.0,3.0,4.301029995663981,0.9522135,1.0,54.81550896655905,1.0,0.0,2.980335218560781,0.0,0.9522135,54.81550896655905,1.0,9.0,1.0,1.0
20260727,20,dtbs_field_tamper,demo-m2:binding-tamper-fuzz(7 fields); eatf-vec:tampered-metadata; eatf-vec:tampered-overt-receipt,update_ledger,738.7,acme,0,20000.0,1,341.15,1,dtbs:attestation_digest,0,,1,True,False,False,True,content-mutated,eval,3.0,2.8684680990209865,0.0,1.0,4.301029995663981,0.963065,1.0,341.14986904714243,1.0,3.0,2.8684680990209865,0.0,0.963065,341.14986904714243,1.0,9.0,1.0,1.0
20260727,21,untrusted_sam,demo-attacks:8-untrusted-SAM; eatf-vec:untrusted-issuer (sealer analogue),pay_invoice,147.28,px-106,1,2000.0,3,212.14,1,,0,,1,True,True,True,False,sealer-not-listed,train,0.0,2.1681437754959583,1.0,3.0,3.3010299956639813,0.92636,1.0,212.13613208547017,1.0,0.0,2.1681437754959583,1.0,0.92636,212.13613208547017,1.0,9.0,1.0,1.0
20260727,22,clean,"baseline (happy path, demo aaa_demo.py M1)",update_ledger,350.36,initech,0,5000.0,1,401.76,1,,0,,0,True,True,True,True,,train,3.0,2.5445145176704393,0.0,1.0,3.6989700043360187,0.9299280000000001,1.0,401.7585834600341,1.0,3.0,2.5445145176704393,0.0,0.9299280000000001,401.7585834600341,1.0,9.0,1.0,1.0
20260727,23,clean,"baseline (happy path, demo aaa_demo.py M1)",refund_invoice,105.29,umbrella,0,2000.0,1,349.8,1,,0,,0,True,True,True,True,,train,1.0,2.0223871256864383,0.0,1.0,3.3010299956639813,0.9473550000000001,1.0,349.8033897004144,1.0,1.0,2.0223871256864383,0.0,0.9473550000000001,349.8033897004144,1.0,9.0,1.0,1.0
20260727,24,dtbs_field_tamper,demo-m2:binding-tamper-fuzz(7 fields); eatf-vec:tampered-metadata; eatf-vec:tampered-overt-receipt,update_ledger,698.61,px-882,1,2000.0,3,91.89,1,dtbs:mandate_digest,0,,1,True,True,False,True,seal-invalid,train,3.0,2.8442347978972995,1.0,3.0,3.3010299956639813,0.6506949999999999,1.0,91.89034918169992,1.0,3.0,2.8442347978972995,1.0,0.6506949999999999,91.89034918169992,1.0,9.0,1.0,1.0
20260727,25,clean,"baseline (happy path, demo aaa_demo.py M1)",refund_invoice,1606.43,umbrella,0,20000.0,3,442.54,1,,0,,0,True,True,True,True,,train,1.0,3.205861805968411,0.0,3.0,4.301029995663981,0.9196785,1.0,442.5350084900848,1.0,1.0,3.205861805968411,0.0,0.9196785,442.5350084900848,1.0,9.0,1.0,1.0
20260727,26,expired_mandate,demo-attacks:4-expired-mandate,wire_transfer,405.64,globex,0,5000.0,1,-59.76,1,,1,mandate invalid: Signature has expired,1,False,True,True,True,mandate-or-binding-invalid,train,2.0,2.608140774044056,0.0,1.0,3.6989700043360187,0.9188719999999999,1.0,-59.755592618910896,1.0,2.0,2.608140774044056,0.0,0.9188719999999999,-59.755592618910896,1.0,9.0,1.0,1.0
20260727,27,clean,"baseline (happy path, demo aaa_demo.py M1)",wire_transfer,6.39,umbrella,0,500.0,1,229.08,1,,0,,0,True,True,True,True,,train,2.0,0.8055008581584001,0.0,1.0,2.6989700043360187,0.98722,1.0,229.0753983226683,1.0,2.0,0.8055008581584001,0.0,0.98722,229.0753983226683,1.0,9.0,1.0,1.0
20260727,28,clean,"baseline (happy path, demo aaa_demo.py M1)",update_ledger,102.0,px-330,1,500.0,3,291.78,1,,0,,0,True,True,True,True,,train,3.0,2.0086001717619175,1.0,3.0,2.6989700043360187,0.796,1.0,291.7842205301014,1.0,3.0,2.0086001717619175,1.0,0.796,291.7842205301014,1.0,9.0,1.0,1.0
20260727,29,clean,"baseline (happy path, demo aaa_demo.py M1)",pay_invoice,1467.17,px-480,1,5000.0,2,481.32,1,,0,,0,True,True,True,True,,train,0.0,3.1664804381680534,1.0,2.0,3.6989700043360187,0.706566,1.0,481.31531609204103,1.0,0.0,3.1664804381680534,1.0,0.706566,481.31531609204103,1.0,9.0,1.0,1.0
20260727,30,clean,"baseline (happy path, demo aaa_demo.py M1)",pay_invoice,335.71,globex,0,500.0,2,438.11,1,,0,,0,True,True,True,True,,train,0.0,2.525964278037215,0.0,2.0,2.6989700043360187,0.32858000000000004,1.0,438.11319401199347,1.0,0.0,2.525964278037215,0.0,0.32858000000000004,438.11319401199347,1.0,9.0,1.0,1.0
20260727,31,clean,"baseline (happy path, demo aaa_demo.py M1)",pay_invoice,4251.31,acme,0,5000.0,2,334.13,1,,0,,0,True,True,True,True,,eval,0.0,3.6285227743109716,0.0,2.0,3.6989700043360187,0.14973799999999993,1.0,334.1344609520237,1.0,0.0,3.6285227743109716,0.0,0.14973799999999993,334.1344609520237,1.0,9.0,1.0,1.0
20260727,32,dtbs_field_tamper,demo-m2:binding-tamper-fuzz(7 fields); eatf-vec:tampered-metadata; eatf-vec:tampered-overt-receipt,update_ledger,26.6,initech,0,500.0,1,515.46,1,dtbs:nonce,0,,1,True,True,False,True,seal-invalid,train,3.0,1.424881636631067,0.0,1.0,2.6989700043360187,0.9468,1.0,515.4576501337297,1.0,3.0,1.424881636631067,0.0,0.9468,515.4576501337297,1.0,9.0,0.0,1.0
20260727,33,clean,"baseline (happy path, demo aaa_demo.py M1)",pay_invoice,1078.99,globex,0,5000.0,3,181.56,1,,0,,0,True,True,True,True,,train,0.0,3.0330174196922304,0.0,3.0,3.6989700043360187,0.7842020000000001,1.0,181.5559816056057,1.0,0.0,3.0330174196922304,0.0,0.7842020000000001,181.5559816056057,1.0,9.0,1.0,1.0
20260727,34,clean,"baseline (happy path, demo aaa_demo.py M1)",refund_invoice,2139.61,globex,0,5000.0,3,135.64,1,,0,,0,True,True,True,True,,train,1.0,3.3303346190111034,0.0,3.0,3.6989700043360187,0.572078,1.0,135.64391534803192,1.0,1.0,3.3303346190111034,0.0,0.572078,135.64391534803192,1.0,9.0,1.0,1.0
20260727,35,clean,"baseline (happy path, demo aaa_demo.py M1)",refund_invoice,5.98,initech,0,500.0,1,86.26,1,,0,,0,True,True,True,True,,train,1.0,0.7767011839884108,0.0,1.0,2.6989700043360187,0.9880399999999999,1.0,86.26092944749095,1.0,1.0,0.7767011839884108,0.0,0.9880399999999999,86.26092944749095,1.0,9.0,1.0,1.0
20260727,36,stale_attestation,mm-ablation:replayed-stale-attestation(L2),wire_transfer,143.69,globex,0,5000.0,3,404.36,1,,1,execution not affirming,1,True,False,True,True,content-mutated,train,2.0,2.15742654478045,0.0,3.0,3.6989700043360187,0.9712620000000001,1.0,404.359318742761,1.0,2.0,2.15742654478045,0.0,0.9712620000000001,404.359318742761,1.0,9.0,1.0,0.0
20260727,37,clean,"baseline (happy path, demo aaa_demo.py M1)",refund_invoice,14714.73,globex,0,20000.0,3,488.1,1,,0,,0,True,True,True,True,,train,1.0,4.167752297656431,0.0,3.0,4.301029995663981,0.26426350000000004,1.0,488.1028606841382,1.0,1.0,4.167752297656431,0.0,0.26426350000000004,488.1028606841382,1.0,9.0,1.0,1.0
20260727,38,clean,"baseline (happy path, demo aaa_demo.py M1)",wire_transfer,214.03,acme,0,5000.0,2,355.41,1,,0,,0,True,True,True,True,,train,2.0,2.3304746514861363,0.0,2.0,3.6989700043360187,0.9571940000000001,1.0,355.40646981753423,1.0,2.0,2.3304746514861363,0.0,0.9571940000000001,355.40646981753423,1.0,9.0,1.0,1.0
20260727,39,method_not_allowed,mm-ablation:prompt-injected-wire-transfer(L4),pay_invoice,17970.31,acme,0,20000.0,1,502.55,1,,1,action out of scope,0,True,True,True,True,,eval,0.0,4.254555569047101,0.0,1.0,4.301029995663981,0.10148449999999994,0.0,502.5501242404258,1.0,0.0,4.254555569047101,0.0,0.10148449999999994,502.5501242404258,1.0,9.0,1.0,1.0
20260727,40,payee_swap_action_hash,mm-ablation:payee-swapped-after-approval(L4); demo-attacks:1-action-hash-mismatch; demo-m2:confused-deputy,wire_transfer,48.26,px-131,1,2000.0,1,249.84,1,,1,action_hash mismatch,1,False,True,True,True,mandate-or-binding-invalid,train,2.0,1.683587317572767,1.0,1.0,3.3010299956639813,0.97587,1.0,249.84345569809835,1.0,2.0,1.683587317572767,1.0,0.97587,249.84345569809835,1.0,9.0,1.0,1.0
20260727,41,tampered_ear,demo-attacks:7-tampered-EAR; eatf-vec:tampered-canonical-bin,update_ledger,2291.01,acme,0,5000.0,2,122.79,1,ear:quote_sig,0,,1,True,False,True,True,content-mutated,train,3.0,3.360026984839917,0.0,2.0,3.6989700043360187,0.541798,1.0,122.78697030337203,1.0,3.0,3.360026984839917,0.0,0.541798,122.78697030337203,1.0,9.0,1.0,1.0
20260727,42,wrong_holder_key,demo-attacks:5-wrong-holder-key,wire_transfer,491.64,initech,0,20000.0,1,400.48,1,,1,mandate invalid: Signature verification failed,1,False,True,True,True,mandate-or-binding-invalid,train,2.0,2.691647210000767,0.0,1.0,4.301029995663981,0.975418,1.0,400.48024106043806,1.0,2.0,2.691647210000767,0.0,0.975418,400.48024106043806,1.0,9.0,1.0,1.0
20260727,43,clean,"baseline (happy path, demo aaa_demo.py M1)",wire_transfer,125.44,px-947,1,500.0,1,153.36,1,,0,,0,True,True,True,True,,train,2.0,2.098436045340363,1.0,1.0,2.6989700043360187,0.74912,1.0,153.35852492572025,1.0,2.0,2.098436045340363,1.0,0.74912,153.35852492572025,1.0,9.0,1.0,1.0
20260727,44,clean,"baseline (happy path, demo aaa_demo.py M1)",refund_invoice,237.38,umbrella,0,5000.0,3,146.14,1,,0,,0,True,True,True,True,,eval,1.0,2.375444125505117,0.0,3.0,3.6989700043360187,0.9525239999999999,1.0,146.13718242134243,1.0,1.0,2.375444125505117,0.0,0.9525239999999999,146.13718242134243,1.0,9.0,1.0,1.0
20260727,45,stale_attestation,mm-ablation:replayed-stale-attestation(L2),update_ledger,2525.42,umbrella,0,5000.0,1,394.53,1,,1,execution not affirming,1,True,False,True,True,content-mutated,train,3.0,3.4023336155294817,0.0,1.0,3.6989700043360187,0.49491599999999997,1.0,394.5325947584883,1.0,3.0,3.4023336155294817,0.0,0.49491599999999997,394.5325947584883,1.0,9.0,1.0,0.0
20260727,46,payee_swap_action_hash,mm-ablation:payee-swapped-after-approval(L4); demo-attacks:1-action-hash-mismatch; demo-m2:confused-deputy,pay_invoice,10842.87,px-218,1,20000.0,1,561.06,1,,1,action_hash mismatch,1,False,True,True,True,mandate-or-binding-invalid,eval,0.0,4.0351442508546125,1.0,1.0,4.301029995663981,0.45785649999999994,1.0,561.0645499414184,1.0,0.0,4.0351442508546125,1.0,0.45785649999999994,561.0645499414184,1.0,9.0,1.0,1.0
20260727,47,clean,"baseline (happy path, demo aaa_demo.py M1)",wire_transfer,986.22,initech,0,2000.0,3,135.24,1,,0,,0,True,True,True,True,,train,2.0,2.993973805538016,0.0,3.0,3.3010299956639813,0.50689,1.0,135.24496107774473,1.0,2.0,2.993973805538016,0.0,0.50689,135.24496107774473,1.0,9.0,1.0,1.0
20260727,48,forged_seal,demo-attacks:6-forged-seal; eatf-vec:bad-signature-classical,wire_transfer,1882.38,acme,0,5000.0,3,61.8,1,seal-signature-byte,0,,1,True,True,False,True,seal-invalid,train,2.0,3.2747072998799385,0.0,3.0,3.6989700043360187,0.623524,1.0,61.80109969621897,1.0,2.0,3.2747072998799385,0.0,0.623524,61.80109969621897,1.0,9.0,1.0,1.0
20260727,49,expired_mandate,demo-attacks:4-expired-mandate,refund_invoice,211.65,px-141,1,500.0,1,-50.07,1,,1,mandate invalid: Signature has expired,1,False,True,True,True,mandate-or-binding-invalid,eval,1.0,2.325618272810029,1.0,1.0,2.6989700043360187,0.5767,1.0,-50.071656788923065,1.0,1.0,2.325618272810029,1.0,0.5767,-50.071656788923065,1.0,9.0,1.0,1.0
20260727,50,payee_swap_action_hash,mm-ablation:payee-swapped-after-approval(L4); demo-attacks:1-action-hash-mismatch; demo-m2:confused-deputy,refund_invoice,162.95,px-422,1,2000.0,2,565.15,1,,1,action_hash mismatch,1,False,True,True,True,mandate-or-binding-invalid,train,1.0,2.212054364801163,1.0,2.0,3.3010299956639813,0.9185249999999999,1.0,565.1519067007816,1.0,1.0,2.212054364801163,1.0,0.9185249999999999,565.1519067007816,1.0,9.0,1.0,1.0
20260727,51,clean,"baseline (happy path, demo aaa_demo.py M1)",refund_invoice,1855.7,acme,0,2000.0,2,105.53,1,,0,,0,True,True,True,True,,train,1.0,3.26850776774735,0.0,2.0,3.3010299956639813,0.07214999999999998,1.0,105.52869753851705,1.0,1.0,3.26850776774735,0.0,0.07214999999999998,105.52869753851705,1.0,9.0,1.0,1.0
20260727,52,nonce_replay_cross,demo-attacks:3-nonce-replay (cross-session variant),refund_invoice,19.91,initech,0,500.0,2,217.14,1,,1,mandate invalid: KB-JWT nonce mismatch,1,False,False,False,True,mandate-or-binding-invalid,eval,1.0,1.2990712600274095,0.0,2.0,2.6989700043360187,0.9601799999999999,1.0,217.14012060737372,1.0,1.0,1.2990712600274095,0.0,0.9601799999999999,217.14012060737372,1.0,9.0,0.0,0.0
20260727,53,untrusted_sam,demo-attacks:8-untrusted-SAM; eatf-vec:untrusted-issuer (sealer analogue),pay_invoice,6486.15,initech,0,20000.0,2,283.94,1,,0,,1,True,True,True,False,sealer-not-listed,train,0.0,3.8119869880339956,0.0,2.0,4.301029995663981,0.6756925,1.0,283.9388198712777,1.0,0.0,3.8119869880339956,0.0,0.6756925,283.9388198712777,1.0,9.0,1.0,1.0
20260727,54,stale_attestation,mm-ablation:replayed-stale-attestation(L2),wire_transfer,31.86,initech,0,500.0,1,124.19,1,,1,execution not affirming,1,True,False,True,True,content-mutated,train,2.0,1.5032457714651126,0.0,1.0,2.6989700043360187,0.93628,1.0,124.19399208989887,1.0,2.0,1.5032457714651126,0.0,0.93628,124.19399208989887,1.0,9.0,1.0,0.0
20260727,55,clean,"baseline (happy path, demo aaa_demo.py M1)",update_ledger,4135.6,px-700,1,20000.0,3,266.83,1,,0,,0,True,True,True,True,,eval,3.0,3.616538526654169,1.0,3.0,4.301029995663981,0.79322,1.0,266.83433657459227,1.0,3.0,3.616538526654169,1.0,0.79322,266.83433657459227,1.0,9.0,1.0,1.0
20260727,56,clean,"baseline (happy path, demo aaa_demo.py M1)",update_ledger,149.96,umbrella,0,2000.0,1,421.8,1,,0,,0,True,True,True,True,,eval,3.0,2.1759754317495132,0.0,1.0,3.3010299956639813,0.92502,1.0,421.80122778851694,1.0,3.0,2.1759754317495132,0.0,0.92502,421.80122778851694,1.0,9.0,1.0,1.0
20260727,57,nonce_replay_same,"demo-attacks:3-nonce-replay (same-session variant, gate check 5)",pay_invoice,420.29,acme,0,2000.0,1,317.86,1,,1,nonce replay,0,True,True,True,True,,train,0.0,2.623549056918393,0.0,1.0,3.3010299956639813,0.789855,1.0,317.8582286428574,1.0,0.0,2.623549056918393,0.0,0.789855,317.8582286428574,1.0,9.0,1.0,1.0
20260727,58,clean,"baseline (happy path, demo aaa_demo.py M1)",wire_transfer,305.09,acme,0,20000.0,3,195.52,1,,0,,0,True,True,True,True,,eval,2.0,2.4844279729128327,0.0,3.0,4.301029995663981,0.9847454999999999,1.0,195.52333044340773,1.0,2.0,2.4844279729128327,0.0,0.9847454999999999,195.52333044340773,1.0,9.0,1.0,1.0
20260727,59,clean,"baseline (happy path, demo aaa_demo.py M1)",wire_transfer,148.07,globex,0,500.0,2,215.53,1,,0,,0,True,True,True,True,,train,2.0,2.170467076385937,0.0,2.0,2.6989700043360187,0.70386,1.0,215.53463927434024,1.0,2.0,2.170467076385937,0.0,0.70386,215.53463927434024,1.0,9.0,1.0,1.0
20260727,60,clean,"baseline (happy path, demo aaa_demo.py M1)",update_ledger,14331.49,umbrella,0,20000.0,3,491.77,1,,0,,0,True,True,True,True,,train,3.0,4.156291344977837,0.0,3.0,4.301029995663981,0.2834255,1.0,491.7727488116976,1.0,3.0,4.156291344977837,0.0,0.2834255,491.7727488116976,1.0,9.0,1.0,1.0
20260727,61,clean,"baseline (happy path, demo aaa_demo.py M1)",wire_transfer,2804.9,acme,0,5000.0,2,575.26,1,,0,,0,True,True,True,True,,train,2.0,3.4479173824469567,0.0,2.0,3.6989700043360187,0.43901999999999997,1.0,575.2591341584174,1.0,2.0,3.4479173824469567,0.0,0.43901999999999997,575.2591341584174,1.0,9.0,1.0,1.0
20260727,62,tampered_ear,demo-attacks:7-tampered-EAR; eatf-vec:tampered-canonical-bin,pay_invoice,1059.83,acme,0,2000.0,1,474.4,1,ear:quote_sig,0,,1,True,False,True,True,content-mutated,train,0.0,3.0252362086771365,0.0,1.0,3.3010299956639813,0.47008500000000003,1.0,474.3957803849916,1.0,0.0,3.0252362086771365,0.0,0.47008500000000003,474.3957803849916,1.0,9.0,1.0,1.0
20260727,63,stale_attestation,mm-ablation:replayed-stale-attestation(L2),wire_transfer,10581.0,acme,0,20000.0,1,510.14,1,,1,execution not affirming,1,True,False,True,True,content-mutated,train,2.0,4.024526714387152,0.0,1.0,4.301029995663981,0.47095,1.0,510.1353100876486,1.0,2.0,4.024526714387152,0.0,0.47095,510.1353100876486,1.0,9.0,1.0,0.0
20260727,64,forged_credential_sig,mm-ablation:forged-altered-credential(L1); eatf-vec:bad-signature-classical,wire_transfer,33.44,acme,0,500.0,2,535.31,1,,1,mandate invalid: Signature verification failed,1,False,True,True,True,mandate-or-binding-invalid,train,2.0,1.5242662687669788,0.0,2.0,2.6989700043360187,0.93312,1.0,535.3094615576144,1.0,2.0,1.5242662687669788,0.0,0.93312,535.3094615576144,1.0,9.0,1.0,1.0
20260727,65,clean,"baseline (happy path, demo aaa_demo.py M1)",refund_invoice,7.6,px-021,1,500.0,1,40.87,1,,0,,0,True,True,True,True,,train,1.0,0.8808135922807914,1.0,1.0,2.6989700043360187,0.9848,1.0,40.86954107070282,1.0,1.0,0.8808135922807914,1.0,0.9848,40.86954107070282,1.0,9.0,1.0,1.0
20260727,66,clean,"baseline (happy path, demo aaa_demo.py M1)",pay_invoice,21.23,initech,0,2000.0,2,589.03,1,,0,,0,True,True,True,True,,train,0.0,1.3269499941659988,0.0,2.0,3.3010299956639813,0.989385,1.0,589.0278338150333,1.0,0.0,1.3269499941659988,0.0,0.989385,589.0278338150333,1.0,9.0,1.0,1.0
20260727,67,forged_seal,demo-attacks:6-forged-seal; eatf-vec:bad-signature-classical,wire_transfer,3614.7,umbrella,0,20000.0,2,429.13,1,seal-signature-byte,0,,1,True,True,False,True,seal-invalid,train,2.0,3.558072259099146,0.0,2.0,4.301029995663981,0.8192649999999999,1.0,429.12959238240063,1.0,2.0,3.558072259099146,0.0,0.8192649999999999,429.12959238240063,1.0,9.0,1.0,1.0
20260727,68,clean,"baseline (happy path, demo aaa_demo.py M1)",pay_invoice,956.03,globex,0,2000.0,2,86.85,1,,0,,0,True,True,True,True,,train,0.0,2.980471520550194,0.0,2.0,3.3010299956639813,0.521985,1.0,86.84906604975264,1.0,0.0,2.980471520550194,0.0,0.521985,86.84906604975264,1.0,9.0,1.0,1.0
